BSG	AF	Ani	Ecc	EqD	prolif1	prolif2	alp	ars	vAF	vAni	vEcc	vEqD	tlength	tvolume	tnodes	scr	ulength	uarea	uvolume	vlength	varea	vvolume
5	0.000073	0.340708	0.583702	5.52791	0.251155	0.517197	1.720156	0.623329	0.804217	0.266011	0.390494	0.766825	1.167284	1.158611	0.115089	0.750055	0.762286	1.812336	1.565956	0.978541	2.317984	3.518435
20	0.000091	0.852354	0.92323	7.04673	0.685584	0.551948	0.813411	1.010371	0.825305	0.42895	0.36019	0.802459	1.146083	1.119367	1.285904	0.702542	0.091375	3.10041	2.419218	1.175197	2.068542	1.98783
20	0.000133	0.550058	0.741659	9.37302	0.674352	0.789055	1.170158	0.655837	1.16162	0.436653	0.50136	1.161812	1.089886	0.950893	1.732272	0.686967	0.646013	2.736087	2.167138	0.617114	2.041937	2.147445
20	0.000064	0.276445	0.525781	9.83698	0.635931	0.844507	1.170158	0.983482	0.847884	0.411407	0.351203	0.214208	1.066881	0.711439	1.585403	0.875376	0.6644	2.800834	2.05368	1.204676	2.005676	0.491834
5	0.000193	0.69241	0.832112	2.98541	0.684589	0.751922	0.797599	0.648186	0.803493	0.684121	0.207338	0.751087	1.169421	0.09316	1.298148	0.748193	0.801695	2.447686	1.541611	0.904281	1.822495	2.884249
5	0.000058	0.761268	0.872507	8.36828	0.613288	0.755353	0.770022	0.917147	0.805555	0.418641	0.50136	0.364774	1.165794	0.285614	0.556179	0.74807	0.524336	1.71448	1.668404	0.468224	1.320342	1.664735
5	0.000135	0.333333	0.57735	4.51352	0.477464	0.752537	0.787064	0.627109	0.804059	0.40034	0.629555	1.080491	1.431831	0.766479	1.300069	0.068638	0.776425	1.761114	1.582696	0.444157	1.309236	2.064182
5	0.000179	0.835189	0.913887	6.77028	0.669888	0.753565	1.570966	0.917147	0.536202	0.404232	0.398507	0.988296	0.305463	1.577554	1.302648	0.231192	0.742628	1.560922	1.589519	0.901749	1.486239	1.77631
10	0.000046	0.87272	0.934195	6.86366	0.375592	1.17067	0.504011	1.010371	0.041462	0.390914	0.402792	0.728579	1.511601	0.440035	0.556179	0.724988	1.902738	0.811243	3.073856	1.192594	1.690775	1.455987
10	0.000031	0.600262	0.774766	6.28255	0.522737	0.759954	0.118987	0.103117	1.3597	0.524778	0.50136	1.139375	1.167809	1.158864	2.320538	0.875376	0.756245	2.433	2.39274	2.142478	2.122711	1.016103
5	0.000015	0.291579	0.53998	15.0545	0.692884	0.844507	0.413272	0.78463	0.348668	0.52089	0.391252	0.551125	1.572918	0.559948	1.309562	0.748823	0.336202	1.941606	1.594205	0.898696	1.890527	1.461181
10	0.000084	0.168029	0.409913	2.98541	0.793709	1.28032	1.570966	0.682162	1.003861	0.387926	0.094021	0.908347	1.067678	1.066324	1.784239	0.875376	0.19608	1.624365	2.089647	0.440033	1.769066	2.530597
10	0.000149	0.160232	0.40029	2.98541	0.844366	0.844507	0.75266	0.78463	1.742256	0.22993	0.536116	1.085047	1.031601	0.408293	1.86635	1.677044	0.794691	1.879821	1.797646	0.912223	1.967397	2.094129
5	0.000015	0.622189	0.788789	5.75363	1.329433	0.189886	0.10768	0.103117	0.804927	0.394258	0.39276	0.784817	0.744337	1.160098	0.556179	0.750885	0.569709	1.90241	1.758068	0.902623	1.610181	1.750969
10	0.000145	0.779057	0.882642	7.31273	0.822864	0.765384	1.720156	0.755696	0.769844	0.595718	0.518372	0.785422	1.169396	1.08573	1.344396	0.231192	3.57951	2.206561	2.591146	0.904002	4.516168	3.912773
10	0.00013	0.624808	0.790448	10.7641	0.63433	0.777447	1.570966	0.597806	0.646552	0.322748	0.594287	0.618043	1.085959	2.059122	1.075194	0.7116	0.691657	2.564775	2.493026	0.906329	2.36662	1.886825
5	0.000011	0.398037	0.630901	4.22201	0.556694	0.752217	0.10768	0.632785	0.803538	0.541596	0.506824	0.248231	1.423403	1.161402	1.30007	0.068638	0.943762	1.868943	1.615872	1.700973	1.613668	2.103306
5	0.00019	0.765023	0.874656	3.38514	0.685338	0.751798	0.790279	0.619796	1.257144	0.445307	0.583872	0.761908	0.881586	1.162264	1.29886	0.747752	0.796482	1.576109	1.704002	0.903276	1.471343	1.954963
20	0.000072	0.672004	0.819758	2.76395	0.667257	0.551948	0.748179	0.103117	0.87153	0.428525	0.397987	0.758731	1.052803	0.743409	1.370236	0.632116	0.748993	3.35741	3.250862	0.807465	2.050594	1.734301
20	0.000133	0.911112	0.954522	14.4062	0.409549	0.790776	0.939595	0.103117	0.665979	0.115176	0.402302	1.188608	1.18029	1.439163	1.572465	0.875376	0.615526	2.272068	0.425147	1.495401	2.317984	2.484605
10	0.000065	0.625	0.790569	2.25676	0.115259	0.666225	1.720156	0.657103	0.105654	0.425984	0.387712	0.53028	0.975936	1.052098	1.804103	0.713699	0.802623	0.93777	2.460258	0.913164	1.504018	2.48178
5	0.000044	0.625	0.790569	2.25676	0.190532	0.763411	0.118987	0.983482	1.318739	0.375399	0.182033	0.648562	0.008737	1.16467	1.297972	0.749599	0.580182	2.192239	1.710306	0.900463	1.593945	2.306117
5	0.000183	0.625	0.790569	2.25676	1.725923	1.244554	0.795369	0.624433	0.188493	0.44653	0.43469	0.683858	1.60126	1.893698	1.298372	0.746578	0.943339	1.495979	1.566219	0.51878	1.731627	1.813721
5	0.000153	0.676457	0.82247	10.7641	0.166287	0.759166	0.757645	0.103117	1.475857	0.413135	0.618347	0.782986	1.163651	0.150361	1.305013	0.875376	1.183061	1.652093	1.772717	0.468222	1.4227	1.509092
20	0.000015	0.877964	0.936997	4.06843	0.375592	0.583279	0.504011	0.659419	1.448499	0.555017	0.398384	0.623162	1.233011	0.79819	1.568909	0.875376	0.701332	3.390901	2.770101	0.851564	2.097456	1.774501
20	0.000148	0.905675	0.951669	2.98541	0.251155	0.471514	0.820667	0.103117	1.04065	0.420155	0.397898	1.556094	1.142902	1.175989	1.480644	0.632116	0.712884	3.338608	3.016624	0.104613	2.08669	1.712565
5	0.000062	0.842397	0.917822	4.91849	0.160532	0.763411	0.784414	0.632332	0.804241	0.425897	0.406776	0.551125	1.167902	0.783803	1.300089	0.747769	0.773862	1.99571	1.678052	0.617114	1.573189	2.12958
10	0.000012	0.796461	0.892447	15.757	0.669888	0.746671	0.769791	0.529027	0.625825	0.490263	0.369856	0.53028	1.768568	1.146103	0.537799	0.724312	0.01995	2.914978	2.793063	1.744074	2.429654	0.892833
10	0.000092	0.625	0.790569	2.25676	0.973852	0.958018	0.485814	0.539692	1.038584	0.666212	0.412312	1.006887	1.022513	0.675807	2.109436	0.708119	0.404052	3.358648	0.955146	0.946922	1.325494	1.370214
20	0.000064	0.872495	0.934074	11.9416	1.077121	0.551948	1.579502	0.654399	1.236664	0.398616	0.487604	1.085047	0.975878	0.602713	1.583946	0.632116	0.104908	2.489875	2.168948	0.370982	2.100469	2.285911
10	0.000142	0.203715	0.451348	6.18039	1.635812	1.244554	0.793049	0.917147	2.022257	0.440372	0.431373	0.926634	1.195182	0.408293	1.509596	0.231192	0.8886	1.995871	2.055122	0.920436	2.088674	2.230209
5	0.000102	0.864267	0.92966	6.77028	0.770742	0.296274	0.777278	0.983482	0.805055	0.391104	0.248179	1.161812	1.166466	0.030301	1.301952	0.632116	0.744826	2.445575	1.571317	1.984439	1.488362	1.814555
5	0.000029	0.697703	0.835286	4.65243	0.669888	0.753545	0.784627	1.010371	0.803775	0.144111	0.173448	0.315295	1.167661	1.160934	1.300157	0.632116	0.778011	2.280433	1.617142	0.872692	1.680693	1.842491
5	0.000058	0.333333	0.57735	4.51352	0.190532	0.189886	0.317128	0.624098	1.277625	0.144111	0.391773	1.112309	1.168115	0.845398	1.299792	0.748944	0.484751	2.618995	1.686679	0.899878	1.671022	2.248723
5	0.000022	0.617297	0.785682	4.22201	0.68502	0.751325	1.579502	0.637877	0.149825	0.322748	0.328471	0.648562	1.168025	1.119367	1.29966	0.746547	0.803641	1.942926	1.580684	0.165111	1.730955	2.142186
20	0.000079	0.625	0.790569	7.04673	1.077121	0.788802	0.762728	0.983482	1.284503	0.416377	0.356508	0.656347	1.004817	1.03097	2.150818	0.705054	2.221628	3.119207	2.47348	0.792498	2.048475	0.027144
5	0.000055	0.333333	0.57735	4.51352	0.635931	0.666225	0.10768	0.917147	0.804132	0.595718	0.594287	0.766308	1.167892	0.783803	1.300015	0.750358	0.779842	2.011513	1.659708	1.673085	1.728214	2.268379
10	0.000092	0.37401	0.611564	3.56825	0.562521	0.764686	0.789476	0.141096	0.348668	0.558568	0.530031	0.41359	1.089925	0.559948	1.721588	0.632116	0.524336	1.540275	2.394621	0.922462	1.750078	2.509476
20	0.000125	0.759311	0.871385	4.37019	0.612431	0.789487	0.88464	1.010371	0.370677	0.417875	0.339508	1.006887	0.266454	0.304793	0.74651	0.718485	1.034511	3.064934	2.378094	0.370982	2.84223	1.894395
20	0.000106	0.595099	0.771427	7.1365	1.077121	1.244554	1.720156	0.78463	1.572656	0.420111	0.627128	0.493564	0.881586	1.893698	4.620404	0.698492	0.663102	2.868974	3.255524	0.788123	2.366016	1.873405
5	0.000026	0.576333	0.759166	5.86323	0.534058	0.754373	1.170158	0.103117	0.122314	0.394126	0.39269	0.783801	1.166997	0.374854	1.300991	0.749689	0.417585	1.98234	1.558348	0.902734	1.733665	2.296079
10	0.00005	0.625	0.790569	2.25676	0.634465	0.787177	0.790334	0.983482	0.569368	0.420772	0.392527	0.697566	0.266454	1.050981	1.908372	0.632116	0.627511	1.185581	2.855647	0.915653	1.898748	2.741695
20	0.000023	0.625	0.790569	2.25676	0.709118	0.589932	0.413272	0.917147	0.94841	0.596963	0.397925	0.808722	1.054078	0.675807	1.138463	0.068638	0.092906	3.542099	3.231788	0.848393	2.06229	1.737196
5	0.000058	0.549038	0.740971	4.51352	0.685668	0.583279	0.413272	0.624011	2.03586	0.157876	0.303715	0.772889	1.167362	1.160643	1.299393	1.677044	0.779632	2.346381	1.739806	1.406711	1.808001	1.842877
5	0.00008	0.666667	0.816497	2.98541	0.68375	0.666225	0.266693	0.78463	0.802994	0.144111	0.431373	0.758147	1.511601	1.162469	1.298134	1.677044	0.548341	2.576141	1.728758	0.903004	2.018288	2.288495
10	0.000107	0.333333	0.57735	4.51352	0.950965	0.296274	1.744032	1.010371	0.900581	0.416317	0.367696	0.551125	1.123635	1.076762	1.657113	0.710641	0.775786	1.37741	2.193845	0.908739	1.972903	2.99145
5	0.000135	0.342041	0.584842	8.74039	0.688858	1.28032	0.768385	0.917147	0.806348	0.387869	0.323557	0.835325	1.165122	1.156176	1.303237	0.632116	0.059534	2.1084	1.539669	0.201849	0.221582	0.169736
10	0.000103	0.699289	0.836235	6.9558	0.651744	0.776954	0.777408	0.67445	0.335066	0.079167	0.419397	0.735172	1.291494	1.090857	1.348862	0.231192	0.967768	0.851255	2.771362	0.180028	1.828588	1.853132
5	0.000058	0.809182	0.899545	5.29257	0.613288	0.751571	0.485814	0.78463	0.133318	0.56575	0.363215	1.125855	0.032031	1.161068	1.301325	0.231192	2.753596	1.98805	1.77126	0.900414	1.583327	1.86656
20	0.00003	0.483525	0.69536	8.74039	0.685108	1.17067	0.817433	0.103117	0.914424	0.550096	0.400601	1.089603	1.215096	0.559948	1.620469	0.69232	1.001141	2.727346	1.83988	0.676517	1.992354	2.137751
10	0.000027	0.625	0.790569	2.25676	0.639546	0.773826	0.785611	0.78463	1.000003	0.530284	0.351203	0.773188	0.889189	1.050458	1.881121	0.712236	1.252864	1.557011	2.46932	0.913602	1.750627	2.439826
5	0.000015	0.625	0.790569	2.25676	1.635812	0.75146	0.246467	0.627308	0.803627	0.676485	0.522848	0.758355	1.511601	1.165137	1.297815	0.748142	0.730262	1.699838	1.609637	0.903663	0.846544	0.791349
20	0.000076	0.3716	0.60959	2.25676	0.620047	0.844507	1.720156	0.661345	0.874514	0.521951	0.498958	0.87633	0.92349	0.655012	1.626868	0.72886	0.372211	3.384481	3.974792	1.026143	2.001961	1.715678
20	0.00011	0.377248	0.614205	7.5694	0.321869	0.793244	1.744032	0.6558	0.901946	0.404232	0.627128	0.576991	0.720821	0.514309	2.427534	0.701372	2.273729	0.739069	0.223999	1.207814	1.989355	2.053695
20	0.000083	0.819723	0.905386	4.65243	0.63124	0.763411	0.756521	0.103117	0.799334	0.397994	0.288996	0.732785	1.60126	0.861203	1.056422	1.677044	0.229451	3.196973	2.69389	0.871084	2.064785	1.819392
5	0.000084	0.903773	0.95067	7.5694	0.251155	1.233323	0.772177	0.917147	0.804848	0.429931	0.41691	0.800133	1.525361	1.157334	1.303268	0.068638	0.730397	1.784268	1.513708	1.207814	1.29459	1.725399
20	0.000038	0.555758	0.745492	9.167	0.770742	0.789401	0.485814	0.141096	0.810245	0.393205	0.345922	0.691843	1.143927	0.09316	1.338801	0.694839	0.748993	3.02264	2.170909	0.931594	0.221582	2.191959
20	0.000083	0.740832	0.860716	6.28255	0.045047	0.790045	0.84975	0.103117	0.133318	0.404232	0.399238	0.633055	1.061816	0.81183	1.429763	1.677044	0.706405	3.04183	1.87454	1.673087	1.993997	1.937055
10	0.000149	0.56177	0.749513	8.88487	0.554422	0.662668	0.771378	0.864745	0.61263	0.317052	0.402695	0.618043	1.314248	1.589894	1.194434	0.741193	5.997421	1.436415	2.440045	0.136925	2.525045	0.537403
5	0.000055	0.333333	0.57735	4.51352	0.685195	0.763411	0.786359	0.917147	1.742256	0.612551	0.391168	0.41359	1.168027	1.160482	0.556179	0.632116	0.275249	1.429777	1.559049	0.902357	1.236884	1.871024
10	0.00005	0.794482	0.891337	6.07651	0.088023	1.233323	0.266693	0.741214	0.499062	0.376018	0.681115	0.803498	1.22082	1.060118	1.215644	0.678022	0.774106	0.044792	3.341282	0.913121	2.396531	2.358393
10	0.00018	0.482198	0.694405	7.48482	1.131188	1.244554	0.266693	0.521544	0.596352	0.195583	0.39369	0.502975	1.154422	1.086029	1.434019	0.875376	0.184078	4.966385	3.519758	0.911484	7.81543	8.324251
5	0.000015	0.808849	0.89936	5.75363	0.263277	0.753791	0.779599	0.78463	0.210502	0.394754	0.420507	1.139375	1.166919	1.15974	1.301346	0.747918	0.758005	2.273011	1.598295	0.900842	1.725983	2.259891
5	0.000058	0.53341	0.730349	9.167	0.687636	0.757616	0.246467	0.78463	0.806737	0.389821	0.392679	0.827317	1.164434	0.681439	1.303648	0.231192	1.201277	2.409694	1.627044	0.900291	0.14863	0.391036
5	0.000128	0.744894	0.863072	6.77028	0.481507	0.517197	0.775188	0.636217	0.804493	0.361524	0.364227	0.793667	1.16611	1.158423	1.302097	0.632116	0.742895	2.07424	1.626426	0.901409	1.659411	1.875548
5	0.000029	0.523839	0.723767	4.78731	0.685345	0.589932	0.784103	0.635141	0.804222	0.343461	0.392423	0.150964	1.167559	1.15996	0.556179	0.875376	0.77678	2.077152	1.662595	1.663934	1.696233	2.095634
10	0.000053	0.796205	0.892303	3.56825	0.735338	0.772661	1.570966	0.68681	1.448499	0.364299	0.185472	0.773188	1.057884	0.02946	1.664403	0.068638	0.508757	0.80576	2.206842	0.907071	1.301644	2.006618
20	0.000136	0.81518	0.902873	4.65243	0.263277	0.788246	0.485814	0.141096	1.124688	0.417274	0.419775	1.543749	2.612284	2.191996	0.785992	0.231192	0.01995	3.33952	2.752718	0.568128	1.988042	0.616732
20	0.000079	0.333333	0.57735	4.51352	0.583839	0.226254	1.570966	0.659733	1.028365	0.415711	0.083643	0.785812	0.849678	1.496335	2.82208	1.677044	0.69635	3.18686	3.494377	0.934226	2.096197	1.77821
10	0.00005	0.625	0.790569	2.25676	0.263277	0.159977	0.118987	0.983482	0.866689	0.445307	0.627128	0.812256	0.148975	1.043634	1.965509	0.231192	0.818794	0.027037	2.743724	0.370982	1.590474	2.143284
20	0.000015	0.62803	0.792483	2.25676	0.081302	0.78869	0.413272	0.78463	2.186254	0.413135	0.397859	0.020827	2.074077	0.164461	1.523314	0.732148	0.71734	3.457839	3.201129	0.201849	2.153635	1.66103
10	0.000015	0.341877	0.584702	5.52791	0.600657	0.662668	0.266693	0.141096	0.662906	0.399883	0.218338	1.130361	0.21174	0.845398	1.641004	0.632116	0.943762	0.36135	2.701685	0.221492	2.077832	1.414975
5	0.000062	0.126981	0.356344	2.98541	0.115259	0.750472	1.014114	1.010371	0.803201	0.182961	0.207338	0.098327	1.169154	1.162345	1.29849	0.746469	0.806963	2.460768	1.761234	0.902453	1.883446	2.465253
20	0.000027	0.757807	0.870521	4.65243	0.166287	0.779523	0.333074	0.983482	1.28238	0.456161	0.40217	0.53028	1.109937	0.397775	0.997269	0.713164	0.528002	8.031656	7.737846	1.593712	2.133848	1.829436
5	0.00008	0.591997	0.769413	6.77028	0.481507	0.754448	0.266693	0.917147	0.804667	0.393146	0.403849	0.846132	1.166418	1.158838	1.302216	0.74871	0.745414	1.301827	1.360596	0.900857	1.784606	1.895103
5	0.000135	0.333333	0.57735	4.51352	0.68503	0.677264	0.413272	0.78463	0.802274	0.640886	0.417141	1.080491	1.167069	0.986544	1.300823	0.231192	0.765674	5.677418	1.396536	2.793383	4.374137	7.355343
20	0.000125	0.910367	0.954132	6.48204	0.669888	0.865223	0.246467	0.141096	0.370677	0.330956	0.328471	0.691608	0.908708	2.126001	1.271898	0.875376	1.079886	2.883604	2.229565	0.152929	2.184485	1.854461
20	0.000064	0.701688	0.837668	2.98541	0.692133	0.589932	0.763156	0.103117	0.287838	0.416088	0.615335	1.089603	0.591338	0.858244	1.253293	0.875376	0.715878	3.340879	3.047661	0.772846	2.08318	1.734331
10	0.000038	0.871768	0.933685	7.39928	0.522737	0.844507	0.317128	0.64028	0.370677	0.609586	0.335544	0.686528	1.282655	1.119851	1.353778	0.875376	1.201277	2.154494	2.998179	2.198857	2.101241	1.526635
10	0.000077	0.443643	0.666066	12.1005	0.914921	0.666225	0.413272	0.560697	0.674315	0.395294	0.034351	0.482982	1.58294	0.408293	0.913588	1.677044	0.88281	2.564577	2.714638	0.902967	2.637656	1.340583
5	0.000015	0.55235	0.743203	5.17088	0.375592	0.189886	1.014114	0.78463	0.802976	0.418641	0.120253	0.764585	1.263679	1.160123	0.556179	1.677044	0.767485	2.02586	1.602071	0.201849	3.418968	4.467085
5	0.000058	0.866088	0.930638	3.90882	0.686394	0.752153	1.170158	0.634744	0.881466	0.541596	0.505275	0.768443	0.49187	1.161883	1.29946	0.747152	0.42542	1.463991	1.685744	0.902843	1.52715	2.076147
20	0.00011	0.438542	0.662225	5.04627	0.045047	0.589932	0.10768	0.141096	0.87719	0.442649	0.335544	0.068738	1.526004	0.643511	1.861979	0.717971	2.753596	2.958553	2.011278	1.177077	1.998821	1.873827
20	0.000015	0.647288	0.804542	4.78731	0.575859	0.788976	0.810143	0.917147	1.919855	0.610267	0.22385	0.679383	1.213345	0.743088	1.924136	1.677044	0.687464	3.369345	2.876584	0.759793	2.073421	1.826723
20	0.000083	0.625	0.790569	2.98541	0.481507	0.189886	1.054861	0.103117	0.061361	0.550096	0.363215	0.73743	2.074077	1.362414	0.115089	0.875376	0.795183	0.044792	0.210709	1.744074	0.883184	1.837904
20	0.000015	0.642083	0.801301	5.75363	0.115259	0.788881	0.818347	0.657864	0.791768	0.533923	0.544238	0.751557	1.078495	0.598291	0.556179	0.711534	0.979348	3.068824	2.541595	0.370982	2.1853	1.927701
20	0.000076	0.622906	0.789244	5.17088	0.745534	0.788447	0.707722	0.141096	0.815166	0.555017	0.387483	0.772058	0.897638	0.408293	0.556179	0.231192	0.667589	3.08375	2.857925	0.314605	2.079385	1.919135
10	0.000092	0.549038	0.740971	4.51352	0.045047	0.788582	0.413272	0.917147	0.665028	0.623695	0.373776	0.364774	1.126806	0.559948	1.602328	0.231192	0.348206	1.081367	2.599307	0.91604	1.408381	1.845048
10	0.000115	0.535901	0.732053	5.97082	0.115259	0.763411	0.118987	0.610977	0.406462	0.307643	0.207338	0.002677	1.208934	1.07616	1.484496	0.707851	0.348206	2.213019	2.804145	0.910926	1.854814	2.242999
5	0.000113	0.937473	0.968232	6.38308	0.685359	0.677264	0.776103	0.615298	0.804428	0.335554	0.508153	0.790127	1.60126	1.158666	1.301636	0.632116	1.210641	1.866463	1.694003	0.468221	1.528979	1.623771
10	0.000061	0.533333	0.730297	5.04627	0.669888	0.666225	1.014114	0.103117	0.384274	0.623695	0.449385	0.020827	1.181152	0.023501	0.556179	0.694065	0.765903	1.52378	2.40296	0.914344	1.574656	2.811102
20	0.00017	0.137997	0.37148	5.86323	0.688881	0.490985	0.841941	0.141096	0.22441	0.417001	0.345922	1.556094	0.906089	1.0466	1.470894	0.632116	0.627511	2.991749	2.561272	0.599186	2.031271	1.884841
5	0.000084	0.393207	0.627062	4.22201	0.68621	0.517197	1.170158	0.63249	0.803717	0.079167	0.487604	0.761844	1.167937	1.160567	1.299933	0.749222	0.184078	2.332963	1.613894	2.198857	1.827211	2.274595
20	0.00011	0.485173	0.696544	7.73578	0.596083	0.789163	0.925103	1.010371	2.186254	0.176678	0.399857	1.572505	1.86584	0.766479	1.467468	0.696067	0.490541	3.10453	2.349392	0.452704	2.019696	2.064034
10	0.000015	0.533333	0.730297	5.04627	0.613288	0.589932	1.570966	0.670734	1.001127	0.562822	0.406776	0.833429	1.195039	1.070215	1.580795	0.720275	0.627511	3.227562	1.993831	0.912046	0.433814	0.762144
10	0.000027	0.3436	0.586174	5.52791	0.769643	0.517197	0.766245	0.141096	0.335066	0.44653	0.455375	0.595835	1.193016	1.066872	1.512858	0.875376	0.771984	1.301827	0.955146	0.912495	2.314245	1.867329
10	0.000061	0.625	0.790569	2.25676	0.190532	0.785942	1.744032	0.917147	0.739995	0.56575	0.618347	0.908347	1.204795	0.60155	0.556179	0.632116	0.814899	0.694276	0.452262	0.65385	0.826408	0.564502
20	0.000015	0.333333	0.57735	2.25676	0.190532	1.444785	0.887576	0.660881	1.257144	0.445212	0.616262	1.057638	0.937163	1.009328	2.320538	0.632116	0.749675	3.448734	2.945181	0.884869	2.188148	1.657521
10	0.000061	0.779199	0.882723	8.88487	1.635812	0.583279	0.246467	1.010371	0.560503	0.419276	0.364227	0.891401	1.386635	1.094652	1.317542	1.876768	1.183061	2.224538	0.458752	0.889694	2.530313	0.333711
20	0.000072	0.333333	0.57735	6.67558	0.589097	0.789892	0.118987	0.983482	1.8173	0.176678	0.281179	0.648562	1.211591	1.130562	1.403116	0.632116	0.662144	3.175084	2.150429	0.645491	2.100452	1.930208
10	0.00005	0.625	0.790569	2.25676	0.770742	0.779089	1.014114	0.681193	1.011772	0.421252	0.398471	0.779314	1.214687	1.051309	1.854255	0.707968	0.569709	1.699461	2.351621	0.914135	1.650652	2.754287
20	0.000091	0.344055	0.586562	5.04627	0.556694	0.662668	0.485814	0.141096	0.278265	0.157876	0.509116	1.572505	0.409432	0.579932	0.556179	0.875376	0.184078	2.743423	0.955146	1.095356	2.243632	1.890158
10	0.000077	0.625	0.790569	2.25676	0.950965	1.244554	0.780314	0.917147	0.933278	0.430451	0.116582	0.678837	1.04384	1.049133	1.851045	0.552739	0.815562	2.454075	1.32951	0.685368	1.945085	2.502895
5	0.00019	0.333333	0.57735	4.51352	1.077121	0.583279	1.014114	0.61552	0.803973	0.457344	0.39369	0.763102	3.482088	1.159227	1.299789	0.875376	0.775722	0.25308	0.971097	0.901639	1.921111	1.775379
10	0.00018	0.5226	0.722911	8.88487	0.251155	0.787998	0.266693	0.917147	0.546633	0.441727	0.217679	0.456455	1.395867	1.093301	0.556179	0.875376	0.723299	1.684707	2.792666	0.908725	1.923131	1.752523
10	0.000027	0.700738	0.837101	5.6419	0.613288	1.28032	0.818979	0.141096	0.641476	0.496391	0.104302	0.41359	1.186637	1.070321	1.500519	0.632116	0.757893	2.737759	2.541057	0.913734	1.865523	2.072739
20	0.000076	0.732886	0.856088	3.19154	0.190532	0.789277	0.485814	0.141096	0.914213	0.417439	0.397845	1.057638	1.145932	1.010453	1.142476	0.727077	0.092906	3.43519	2.715242	0.649477	2.060029	1.742884
10	0.000023	0.625	0.790569	2.25676	0.115259	1.444785	0.810844	0.103117	1.448499	0.544825	0.518372	1.1975	0.931704	0.997494	3.202717	0.231192	1.222645	1.916852	2.036206	1.143186	1.545686	0.611358
20	0.000023	0.323984	0.569196	13.0619	0.160532	0.76358	1.744032	0.65302	0.58212	0.266011	0.401947	0.845151	1.016228	0.752657	0.556179	0.665564	0.602633	2.320138	1.624269	0.987049	2.111051	2.401741
20	0.000027	0.621014	0.788045	4.91849	0.081302	1.244554	0.85202	0.78463	1.373302	0.469857	0.414995	0.766729	0.897519	0.304793	1.614316	0.875376	0.700654	3.162811	2.440588	0.076423	2.106765	1.838753
20	0.000061	0.945396	0.972315	6.86366	0.409549	0.76358	0.835498	0.103117	0.686953	0.170089	0.224423	0.638422	1.087497	0.918609	0.556179	0.704998	0.104908	3.058075	2.299392	0.989674	1.894246	1.956513
5	0.000161	0.508272	0.712932	18.5068	1.942191	1.244554	0.266693	0.78463	0.808419	0.354922	0.39158	0.648562	1.157558	1.146252	1.313106	0.748415	0.059534	1.248695	1.604079	0.899141	1.743463	0.373316
20	0.000079	0.333333	0.57735	5.29257	1.077121	0.787617	0.802572	0.917147	1.236664	0.36312	0.506031	1.556094	1.065774	1.214281	0.556179	0.231192	0.369573	3.398273	3.533739	0.232285	0.966549	1.846052
5	0.000029	0.812706	0.901502	4.91849	2.01428	0.589932	0.118987	0.627245	0.803805	0.423496	0.148155	0.782828	1.167599	1.161478	1.300427	0.632116	0.332626	1.745982	1.625527	0.662395	1.583215	1.325602
5	0.000073	0.666667	0.816497	3.19154	0.409549	0.296274	0.79352	0.983482	1.373302	0.436653	0.354788	1.564324	1.168892	1.162432	1.298991	0.068638	0.524336	1.951384	1.466009	0.201849	1.128266	1.941288
10	0.000157	0.614676	0.784013	4.06843	2.01428	0.896554	0.771783	0.103117	2.022257	0.442107	0.488373	0.418979	0.994412	4.970443	1.9509	0.664172	0.104908	6.559001	2.14369	0.907226	2.837002	5.243673
10	0.000138	0.754254	0.868478	3.90882	0.534058	0.766069	0.485814	0.103117	1.177992	0.399082	0.387007	1.272354	1.098127	0.299891	1.707065	0.708574	0.404052	0.770123	2.404575	0.9171	1.489565	1.389124
10	0.000199	0.594706	0.771172	4.78731	0.668914	0.677264	0.786988	1.010371	0.96354	0.409289	0.386055	0.796754	0.957201	1.06951	1.637276	0.723873	1.155478	1.391759	2.572095	0.911953	1.919814	2.134762
5	0.000022	0.375	0.612372	3.19154	0.556694	0.752446	0.791914	0.141096	1.147864	0.401033	0.474958	0.7635	1.16899	1.162204	1.298626	0.749067	0.104908	1.780162	1.642246	0.903593	1.622395	2.296617
5	0.000022	0.651325	0.807047	11.4518	1.635812	1.444785	0.751452	1.010371	0.805734	0.277038	0.513348	0.844041	0.881586	1.153566	1.306707	0.875376	0.411796	1.399728	1.618462	1.463092	1.61792	1.060837
10	0.000092	0.272082	0.521614	4.91849	1.942191	0.189886	0.266693	0.78463	1.005603	0.072563	0.315435	0.746698	1.155083	1.462785	1.705207	0.699918	0.502543	1.76705	2.637703	0.258227	2.506801	3.725006
20	0.000121	0.577337	0.759827	9.70669	0.417075	0.792939	0.246467	0.103117	1.765578	0.083297	0.617567	0.792759	1.34246	1.66425	6.290345	0.875376	2.680639	2.309121	0.615093	0.88318	2.182024	2.016571
20	0.000148	0.881183	0.938713	4.65243	0.481507	0.794325	0.246467	0.103117	0.025895	0.387926	0.575689	0.346696	0.594417	1.858487	0.050804	0.231192	0.575923	1.301827	0.036944	2.421223	1.888338	1.854398
5	0.000058	0.587659	0.76659	12.3092	0.690701	0.760693	1.014114	1.010371	0.806416	0.544825	0.390286	1.564324	1.162079	1.152446	1.307762	0.068638	0.580182	1.655135	1.399824	0.897918	1.325321	1.320957
